"","commarea","year","crash_type","crashes","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident"
"1106","LOOP","2010","PEDESTRIAN",156,166,1,17,89,60
"1107","LOOP","2010","Vehicle/Other",1991,398,1,35,185,178
"1108","LOOP","2011","PEDALCYCLIST",51,44,1,5,19,20
"1109","LOOP","2011","PEDESTRIAN",148,149,1,16,87,46
"1110","LOOP","2011","Vehicle/Other",1895,401,0,40,207,154
"1111","LOOP","2012","PEDALCYCLIST",78,77,0,5,46,26
"1112","LOOP","2012","PEDESTRIAN",145,147,0,19,74,54
"1113","LOOP","2012","Vehicle/Other",1666,419,1,28,196,195
"1114","LOOP","2013","PEDALCYCLIST",50,44,0,3,26,15
"1115","LOOP","2013","PEDESTRIAN",139,141,0,17,79,45
"1116","LOOP","2013","Vehicle/Other",1685,436,2,55,199,182
"1117","LOOP","2014","PEDALCYCLIST",55,49,0,6,26,17
"1118","LOOP","2014","PEDESTRIAN",138,127,0,14,77,36
"1119","LOOP","2014","Vehicle/Other",1927,409,1,38,175,196
"1120","LOOP","2015","PEDALCYCLIST",67,64,0,11,40,13
"1121","LOOP","2015","PEDESTRIAN",158,165,3,38,91,36
"1122","LOOP","2015","Vehicle/Other",2537,507,1,61,267,179
"1123","LOOP","2016","PEDALCYCLIST",65,59,0,9,28,22
"1124","LOOP","2016","PEDESTRIAN",145,143,1,14,65,64
"1125","LOOP","2016","Vehicle/Other",3001,448,0,57,231,160
"1126","LOOP","2017","PEDALCYCLIST",42,38,0,5,24,9
"1127","LOOP","2017","PEDESTRIAN",157,155,0,29,95,31
"1128","LOOP","2017","Vehicle/Other",3090,473,4,63,245,165
"1129","LOWER WEST SIDE","2009","PEDALCYCLIST",23,23,0,6,13,4
"1130","LOWER WEST SIDE","2009","PEDESTRIAN",46,49,1,5,29,15
"1131","LOWER WEST SIDE","2009","Vehicle/Other",1154,247,4,30,125,92
"1132","LOWER WEST SIDE","2010","PEDALCYCLIST",17,17,0,2,8,7
"1133","LOWER WEST SIDE","2010","PEDESTRIAN",29,30,1,5,17,8
"1134","LOWER WEST SIDE","2010","Vehicle/Other",1255,291,1,17,167,107
"1135","LOWER WEST SIDE","2011","PEDALCYCLIST",22,20,1,3,12,5
"1136","LOWER WEST SIDE","2011","PEDESTRIAN",33,34,0,6,13,15
"1137","LOWER WEST SIDE","2011","Vehicle/Other",1160,216,2,30,116,70
"1138","LOWER WEST SIDE","2012","PEDALCYCLIST",25,25,0,1,10,14
"1139","LOWER WEST SIDE","2012","PEDESTRIAN",33,31,2,5,13,13
"1140","LOWER WEST SIDE","2012","Vehicle/Other",1191,239,3,20,107,112
"1141","LOWER WEST SIDE","2013","PEDALCYCLIST",19,18,0,4,9,5
"1142","LOWER WEST SIDE","2013","PEDESTRIAN",29,29,0,4,16,9
"1143","LOWER WEST SIDE","2013","Vehicle/Other",1188,210,5,32,96,82
"1144","LOWER WEST SIDE","2014","PEDALCYCLIST",27,25,0,1,16,8
"1145","LOWER WEST SIDE","2014","PEDESTRIAN",27,27,0,7,14,6
"1146","LOWER WEST SIDE","2014","Vehicle/Other",1384,215,0,27,101,87
"1147","LOWER WEST SIDE","2015","PEDALCYCLIST",28,28,0,5,17,6
"1148","LOWER WEST SIDE","2015","PEDESTRIAN",33,30,0,8,16,6
"1149","LOWER WEST SIDE","2015","Vehicle/Other",1542,306,3,36,149,121
"1150","LOWER WEST SIDE","2016","PEDALCYCLIST",26,25,0,8,7,10
"1151","LOWER WEST SIDE","2016","PEDESTRIAN",30,33,0,2,14,17
"1152","LOWER WEST SIDE","2016","Vehicle/Other",1670,238,3,21,115,102
"1153","LOWER WEST SIDE","2017","PEDALCYCLIST",15,17,0,2,10,5
"1154","LOWER WEST SIDE","2017","PEDESTRIAN",41,40,1,10,28,2
"1155","LOWER WEST SIDE","2017","Vehicle/Other",1542,285,0,27,166,92
"1156","MCKINLEY PARK","2009","PEDALCYCLIST",10,11,0,2,7,2
"1157","MCKINLEY PARK","2009","PEDESTRIAN",6,6,0,2,3,1
"1158","MCKINLEY PARK","2009","Vehicle/Other",570,169,0,30,75,64
"1159","MCKINLEY PARK","2010","PEDALCYCLIST",3,3,0,0,2,1
"1160","MCKINLEY PARK","2010","PEDESTRIAN",13,13,0,3,6,4
"1161","MCKINLEY PARK","2010","Vehicle/Other",521,132,1,16,68,48
"1162","MCKINLEY PARK","2011","PEDALCYCLIST",6,5,0,1,3,1
"1163","MCKINLEY PARK","2011","PEDESTRIAN",14,15,0,3,7,5
"1164","MCKINLEY PARK","2011","Vehicle/Other",471,150,1,13,70,67
"1165","MCKINLEY PARK","2012","PEDALCYCLIST",3,3,0,0,1,2
"1166","MCKINLEY PARK","2012","PEDESTRIAN",12,13,0,1,9,3
"1167","MCKINLEY PARK","2012","Vehicle/Other",524,121,0,15,65,41
"1168","MCKINLEY PARK","2013","PEDALCYCLIST",11,11,0,3,5,3
"1169","MCKINLEY PARK","2013","PEDESTRIAN",10,9,0,1,5,3
"1170","MCKINLEY PARK","2013","Vehicle/Other",559,140,1,13,78,49
"1171","MCKINLEY PARK","2014","PEDALCYCLIST",12,12,0,2,7,3
"1172","MCKINLEY PARK","2014","PEDESTRIAN",6,6,0,0,5,1
"1173","MCKINLEY PARK","2014","Vehicle/Other",606,145,2,20,66,59
"1174","MCKINLEY PARK","2015","PEDALCYCLIST",8,8,0,1,5,2
"1175","MCKINLEY PARK","2015","PEDESTRIAN",6,7,0,3,2,2
"1176","MCKINLEY PARK","2015","Vehicle/Other",652,130,3,14,74,42
"1177","MCKINLEY PARK","2016","PEDALCYCLIST",13,11,0,1,6,4
"1178","MCKINLEY PARK","2016","PEDESTRIAN",10,10,0,1,6,3
"1179","MCKINLEY PARK","2016","Vehicle/Other",734,130,0,22,74,34
"1180","MCKINLEY PARK","2017","PEDALCYCLIST",12,12,0,1,9,2
"1181","MCKINLEY PARK","2017","PEDESTRIAN",16,16,1,5,7,4
"1182","MCKINLEY PARK","2017","Vehicle/Other",668,122,1,13,69,40
"1183","MONTCLARE","2009","PEDALCYCLIST",4,3,0,1,1,1
"1184","MONTCLARE","2009","PEDESTRIAN",8,8,0,2,5,1
"1185","MONTCLARE","2009","Vehicle/Other",255,36,0,3,14,19
"1186","MONTCLARE","2010","PEDALCYCLIST",3,3,0,1,1,1
"1187","MONTCLARE","2010","PEDESTRIAN",8,8,0,1,5,2
"1188","MONTCLARE","2010","Vehicle/Other",287,49,0,8,22,19
"1189","MONTCLARE","2011","PEDALCYCLIST",3,3,0,0,2,1
"1190","MONTCLARE","2011","PEDESTRIAN",7,7,0,0,6,1
"1191","MONTCLARE","2011","Vehicle/Other",242,52,0,7,30,15
"1192","MONTCLARE","2012","PEDALCYCLIST",4,3,0,0,1,2
"1193","MONTCLARE","2012","PEDESTRIAN",9,9,0,3,3,3
"1194","MONTCLARE","2012","Vehicle/Other",267,46,0,6,18,22
"1195","MONTCLARE","2013","PEDALCYCLIST",2,2,0,0,1,1
"1196","MONTCLARE","2013","PEDESTRIAN",9,12,0,2,7,3
"1197","MONTCLARE","2013","Vehicle/Other",272,43,0,5,20,18
"1198","MONTCLARE","2014","PEDALCYCLIST",7,7,0,1,3,3
"1199","MONTCLARE","2014","PEDESTRIAN",3,4,0,0,3,1
"1200","MONTCLARE","2014","Vehicle/Other",280,40,0,1,20,19
"1201","MONTCLARE","2015","PEDALCYCLIST",7,7,0,1,3,3
"1202","MONTCLARE","2015","PEDESTRIAN",15,14,0,3,7,4
"1203","MONTCLARE","2015","Vehicle/Other",323,61,1,7,18,36
"1204","MONTCLARE","2016","PEDALCYCLIST",10,9,0,1,4,4
"1205","MONTCLARE","2016","PEDESTRIAN",9,11,0,1,8,2
"1206","MONTCLARE","2016","Vehicle/Other",330,44,0,4,22,18
"1207","MONTCLARE","2017","PEDALCYCLIST",4,4,0,1,2,1
"1208","MONTCLARE","2017","PEDESTRIAN",9,9,0,2,6,1
"1209","MONTCLARE","2017","Vehicle/Other",307,71,0,15,31,25
"1210","MORGAN PARK","2009","PEDALCYCLIST",6,6,0,1,3,2
"1211","MORGAN PARK","2009","PEDESTRIAN",18,18,0,2,7,9
"1212","MORGAN PARK","2009","Vehicle/Other",652,156,0,16,68,72
"1213","MORGAN PARK","2010","PEDALCYCLIST",9,9,0,0,5,4
"1214","MORGAN PARK","2010","PEDESTRIAN",17,18,0,1,12,5
"1215","MORGAN PARK","2010","Vehicle/Other",576,160,3,13,92,55
"1216","MORGAN PARK","2011","PEDALCYCLIST",6,5,0,0,4,1
"1217","MORGAN PARK","2011","PEDESTRIAN",17,19,0,3,6,10
"1218","MORGAN PARK","2011","Vehicle/Other",575,175,3,29,87,59
"1219","MORGAN PARK","2012","PEDALCYCLIST",5,5,0,0,5,0
"1220","MORGAN PARK","2012","PEDESTRIAN",13,13,0,2,8,3
"1221","MORGAN PARK","2012","Vehicle/Other",549,132,3,16,64,52
"1222","MORGAN PARK","2013","PEDALCYCLIST",8,8,0,0,6,2
"1223","MORGAN PARK","2013","PEDESTRIAN",11,11,0,3,6,2
"1224","MORGAN PARK","2013","Vehicle/Other",552,163,2,17,70,76
"1225","MORGAN PARK","2014","PEDALCYCLIST",3,2,0,0,2,0
"1226","MORGAN PARK","2014","PEDESTRIAN",11,14,0,3,5,6
"1227","MORGAN PARK","2014","Vehicle/Other",654,150,0,27,70,53
"1228","MORGAN PARK","2015","PEDALCYCLIST",5,6,0,2,2,2
"1229","MORGAN PARK","2015","PEDESTRIAN",18,18,0,5,9,4
"1230","MORGAN PARK","2015","Vehicle/Other",654,181,1,38,88,55
"1231","MORGAN PARK","2016","PEDALCYCLIST",3,3,0,0,2,1
"1232","MORGAN PARK","2016","PEDESTRIAN",18,19,0,1,7,11
"1233","MORGAN PARK","2016","Vehicle/Other",784,173,0,32,72,69
"1234","MORGAN PARK","2017","PEDALCYCLIST",6,5,0,2,2,1
"1235","MORGAN PARK","2017","PEDESTRIAN",17,18,0,0,10,8
"1236","MORGAN PARK","2017","Vehicle/Other",772,190,0,15,96,79
"1237","MOUNT GREENWOOD","2009","PEDALCYCLIST",4,4,0,0,1,3
"1238","MOUNT GREENWOOD","2009","PEDESTRIAN",5,5,0,1,1,3
"1239","MOUNT GREENWOOD","2009","Vehicle/Other",276,56,0,5,22,29
"1240","MOUNT GREENWOOD","2010","PEDALCYCLIST",3,3,0,1,1,1
"1241","MOUNT GREENWOOD","2010","PEDESTRIAN",6,6,0,2,1,3
"1242","MOUNT GREENWOOD","2010","Vehicle/Other",245,39,1,4,20,15
"1243","MOUNT GREENWOOD","2011","PEDALCYCLIST",2,2,0,0,1,1
"1244","MOUNT GREENWOOD","2011","PEDESTRIAN",5,4,1,1,3,0
"1245","MOUNT GREENWOOD","2011","Vehicle/Other",262,57,0,11,33,13
"1246","MOUNT GREENWOOD","2012","PEDALCYCLIST",1,1,0,0,0,1
"1247","MOUNT GREENWOOD","2012","PEDESTRIAN",5,5,0,0,4,1
"1248","MOUNT GREENWOOD","2012","Vehicle/Other",218,44,0,4,24,16
"1249","MOUNT GREENWOOD","2013","PEDALCYCLIST",2,1,0,1,0,0
"1250","MOUNT GREENWOOD","2013","PEDESTRIAN",2,2,0,1,0,1
"1251","MOUNT GREENWOOD","2013","Vehicle/Other",275,57,2,6,26,25
"1252","MOUNT GREENWOOD","2014","PEDALCYCLIST",6,6,0,1,5,0
"1253","MOUNT GREENWOOD","2014","PEDESTRIAN",3,3,0,0,2,1
"1254","MOUNT GREENWOOD","2014","Vehicle/Other",314,73,0,11,35,27
"1255","MOUNT GREENWOOD","2015","PEDALCYCLIST",5,4,0,1,2,1
"1256","MOUNT GREENWOOD","2015","PEDESTRIAN",4,4,0,1,3,0
"1257","MOUNT GREENWOOD","2015","Vehicle/Other",359,97,1,29,26,42
"1258","MOUNT GREENWOOD","2016","PEDALCYCLIST",4,3,0,0,3,0
"1259","MOUNT GREENWOOD","2016","PEDESTRIAN",5,4,1,0,2,2
"1260","MOUNT GREENWOOD","2016","Vehicle/Other",377,87,0,12,41,34
"1261","MOUNT GREENWOOD","2017","PEDALCYCLIST",4,4,0,0,4,0
"1262","MOUNT GREENWOOD","2017","PEDESTRIAN",4,4,0,0,3,1
"1263","MOUNT GREENWOOD","2017","Vehicle/Other",357,73,0,8,31,34
"1264","NEAR NORTH SIDE","2009","PEDALCYCLIST",74,73,0,8,33,32
"1265","NEAR NORTH SIDE","2009","PEDESTRIAN",196,199,1,29,90,80
"1266","NEAR NORTH SIDE","2009","Vehicle/Other",2578,461,2,49,211,201
"1267","NEAR NORTH SIDE","2010","PEDALCYCLIST",99,95,0,6,55,34
"1268","NEAR NORTH SIDE","2010","PEDESTRIAN",158,165,0,23,83,59
"1269","NEAR NORTH SIDE","2010","Vehicle/Other",2584,429,0,41,198,190
"1270","NEAR NORTH SIDE","2011","PEDALCYCLIST",81,77,0,6,41,30
"1271","NEAR NORTH SIDE","2011","PEDESTRIAN",203,216,2,35,107,74
"1272","NEAR NORTH SIDE","2011","Vehicle/Other",2621,385,1,26,172,187
"1273","NEAR NORTH SIDE","2012","PEDALCYCLIST",82,79,1,8,37,34
"1274","NEAR NORTH SIDE","2012","PEDESTRIAN",177,179,1,21,106,52
"1275","NEAR NORTH SIDE","2012","Vehicle/Other",2383,376,0,27,177,172
"1276","NEAR NORTH SIDE","2013","PEDALCYCLIST",94,89,1,4,54,31
"1277","NEAR NORTH SIDE","2013","PEDESTRIAN",198,193,1,25,96,72
"1278","NEAR NORTH SIDE","2013","Vehicle/Other",2481,363,1,36,150,177
"1279","NEAR NORTH SIDE","2014","PEDALCYCLIST",108,99,0,13,54,32
"1280","NEAR NORTH SIDE","2014","PEDESTRIAN",195,190,1,32,93,65
"1281","NEAR NORTH SIDE","2014","Vehicle/Other",2840,423,1,62,177,184
"1282","NEAR NORTH SIDE","2015","PEDALCYCLIST",102,97,0,15,54,28
"1283","NEAR NORTH SIDE","2015","PEDESTRIAN",206,207,0,36,111,60
"1284","NEAR NORTH SIDE","2015","Vehicle/Other",3188,442,1,47,191,204
"1285","NEAR NORTH SIDE","2016","PEDALCYCLIST",110,100,1,9,54,37
"1286","NEAR NORTH SIDE","2016","PEDESTRIAN",207,206,5,25,92,89
"1287","NEAR NORTH SIDE","2016","Vehicle/Other",3658,469,0,36,218,215
"1288","NEAR NORTH SIDE","2017","PEDALCYCLIST",88,84,0,8,50,26
"1289","NEAR NORTH SIDE","2017","PEDESTRIAN",209,217,0,37,118,62
"1290","NEAR NORTH SIDE","2017","Vehicle/Other",3686,546,3,68,262,216
"1291","NEAR NORTH SIDE",NA,"Vehicle/Other",1,0,0,0,0,0
"1292","NEAR SOUTH SIDE","2009","PEDALCYCLIST",7,6,0,2,1,3
"1293","NEAR SOUTH SIDE","2009","PEDESTRIAN",15,15,0,1,7,7
"1294","NEAR SOUTH SIDE","2009","Vehicle/Other",650,189,0,19,75,95
"1295","NEAR SOUTH SIDE","2010","PEDALCYCLIST",15,15,0,2,7,6
"1296","NEAR SOUTH SIDE","2010","PEDESTRIAN",14,14,0,2,7,5
"1297","NEAR SOUTH SIDE","2010","Vehicle/Other",627,153,1,19,65,69
"1298","NEAR SOUTH SIDE","2011","PEDALCYCLIST",17,16,0,0,13,3
"1299","NEAR SOUTH SIDE","2011","PEDESTRIAN",14,15,0,2,8,5
"1300","NEAR SOUTH SIDE","2011","Vehicle/Other",607,116,0,12,60,44
"1301","NEAR SOUTH SIDE","2012","PEDALCYCLIST",11,10,0,1,6,3
"1302","NEAR SOUTH SIDE","2012","PEDESTRIAN",25,25,0,1,14,10
"1303","NEAR SOUTH SIDE","2012","Vehicle/Other",652,183,1,22,97,64
"1304","NEAR SOUTH SIDE","2013","PEDALCYCLIST",9,9,0,1,7,1
"1305","NEAR SOUTH SIDE","2013","PEDESTRIAN",21,22,0,5,11,6
"1306","NEAR SOUTH SIDE","2013","Vehicle/Other",733,170,2,11,69,90
"1307","NEAR SOUTH SIDE","2014","PEDALCYCLIST",14,12,0,3,6,3
"1308","NEAR SOUTH SIDE","2014","PEDESTRIAN",22,21,0,4,10,7
"1309","NEAR SOUTH SIDE","2014","Vehicle/Other",811,209,2,20,102,87
"1310","NEAR SOUTH SIDE","2015","PEDALCYCLIST",8,8,0,2,4,2
"1311","NEAR SOUTH SIDE","2015","PEDESTRIAN",28,26,1,6,11,9
"1312","NEAR SOUTH SIDE","2015","Vehicle/Other",1000,243,1,25,122,96
"1313","NEAR SOUTH SIDE","2016","PEDALCYCLIST",15,15,0,3,7,5
"1314","NEAR SOUTH SIDE","2016","PEDESTRIAN",28,27,0,2,13,12
"1315","NEAR SOUTH SIDE","2016","Vehicle/Other",1266,228,1,19,116,93
"1316","NEAR SOUTH SIDE","2017","PEDALCYCLIST",14,13,0,2,5,6
"1317","NEAR SOUTH SIDE","2017","PEDESTRIAN",34,35,0,4,21,10
"1318","NEAR SOUTH SIDE","2017","Vehicle/Other",1268,274,0,20,155,99
"1319","NEAR WEST SIDE","2009","PEDALCYCLIST",65,64,0,7,33,24
"1320","NEAR WEST SIDE","2009","PEDESTRIAN",124,133,1,14,64,55
"1321","NEAR WEST SIDE","2009","Vehicle/Other",3705,851,4,81,438,332
"1322","NEAR WEST SIDE","2010","PEDALCYCLIST",76,73,0,7,38,28
"1323","NEAR WEST SIDE","2010","PEDESTRIAN",111,108,2,15,57,36
"1324","NEAR WEST SIDE","2010","Vehicle/Other",3957,813,5,76,425,312
"1325","NEAR WEST SIDE","2011","PEDALCYCLIST",69,69,0,12,37,20
"1326","NEAR WEST SIDE","2011","PEDESTRIAN",121,124,0,14,63,47
"1327","NEAR WEST SIDE","2011","Vehicle/Other",3973,808,2,78,422,308
"1328","NEAR WEST SIDE","2012","PEDALCYCLIST",78,72,0,6,40,26
"1329","NEAR WEST SIDE","2012","PEDESTRIAN",129,126,1,11,63,52
"1330","NEAR WEST SIDE","2012","Vehicle/Other",3992,834,3,105,403,326
"1331","NEAR WEST SIDE","2013","PEDALCYCLIST",77,73,0,12,41,20
"1332","NEAR WEST SIDE","2013","PEDESTRIAN",121,111,4,21,62,28
"1333","NEAR WEST SIDE","2013","Vehicle/Other",4012,915,4,112,445,358
"1334","NEAR WEST SIDE","2014","PEDALCYCLIST",82,77,0,9,47,21
"1335","NEAR WEST SIDE","2014","PEDESTRIAN",119,115,2,15,75,25
"1336","NEAR WEST SIDE","2014","Vehicle/Other",4319,807,4,109,396,302
"1337","NEAR WEST SIDE","2015","PEDALCYCLIST",104,99,0,11,62,26
"1338","NEAR WEST SIDE","2015","PEDESTRIAN",140,136,2,23,72,41
"1339","NEAR WEST SIDE","2015","Vehicle/Other",5066,943,2,126,438,379
"1340","NEAR WEST SIDE","2016","PEDALCYCLIST",100,91,0,11,44,36
"1341","NEAR WEST SIDE","2016","PEDESTRIAN",136,137,0,12,57,68
"1342","NEAR WEST SIDE","2016","Vehicle/Other",5327,919,0,97,471,351
"1343","NEAR WEST SIDE","2017","PEDALCYCLIST",85,85,0,11,56,18
"1344","NEAR WEST SIDE","2017","PEDESTRIAN",135,132,0,21,77,34
"1345","NEAR WEST SIDE","2017","Vehicle/Other",5477,1023,11,91,570,362
"1346","NEAR WEST SIDE",NA,"Vehicle/Other",1,0,0,0,0,0
"1347","NEW CITY","2009","PEDALCYCLIST",14,14,0,1,10,3
"1348","NEW CITY","2009","PEDESTRIAN",43,45,0,5,22,18
"1349","NEW CITY","2009","Vehicle/Other",798,193,2,27,84,82
"1350","NEW CITY","2010","PEDALCYCLIST",14,15,0,2,6,7
"1351","NEW CITY","2010","PEDESTRIAN",38,40,1,3,24,13
"1352","NEW CITY","2010","Vehicle/Other",751,172,1,17,91,64
"1353","NEW CITY","2011","PEDALCYCLIST",12,12,0,1,6,5
"1354","NEW CITY","2011","PEDESTRIAN",44,45,1,4,28,13
"1355","NEW CITY","2011","Vehicle/Other",713,226,1,18,111,97
"1356","NEW CITY","2012","PEDALCYCLIST",10,9,0,0,5,4
"1357","NEW CITY","2012","PEDESTRIAN",36,36,1,5,23,8
"1358","NEW CITY","2012","Vehicle/Other",664,173,2,13,95,65
"1359","NEW CITY","2013","PEDALCYCLIST",13,13,0,2,9,2
"1360","NEW CITY","2013","PEDESTRIAN",32,32,0,5,14,13
"1361","NEW CITY","2013","Vehicle/Other",719,162,3,27,80,55
"1362","NEW CITY","2014","PEDALCYCLIST",11,13,0,1,11,1
"1363","NEW CITY","2014","PEDESTRIAN",27,30,3,6,20,4
"1364","NEW CITY","2014","Vehicle/Other",760,167,1,16,76,75
"1365","NEW CITY","2015","PEDALCYCLIST",14,14,0,2,10,2
"1366","NEW CITY","2015","PEDESTRIAN",49,44,4,13,21,10
"1367","NEW CITY","2015","Vehicle/Other",798,126,1,17,59,50
"1368","NEW CITY","2016","PEDALCYCLIST",11,11,0,2,5,4
"1369","NEW CITY","2016","PEDESTRIAN",40,37,1,1,11,25
"1370","NEW CITY","2016","Vehicle/Other",940,139,1,10,71,58
"1371","NEW CITY","2017","PEDALCYCLIST",12,13,0,2,9,2
"1372","NEW CITY","2017","PEDESTRIAN",43,42,1,4,22,16
"1373","NEW CITY","2017","Vehicle/Other",988,200,0,24,112,64
"1374","NORTH CENTER","2009","PEDALCYCLIST",31,29,1,4,15,10
"1375","NORTH CENTER","2009","PEDESTRIAN",27,31,1,6,13,12
"1376","NORTH CENTER","2009","Vehicle/Other",810,140,0,16,58,66
"1377","NORTH CENTER","2010","PEDALCYCLIST",23,22,0,0,14,8
"1378","NORTH CENTER","2010","PEDESTRIAN",26,25,2,2,9,14
"1379","NORTH CENTER","2010","Vehicle/Other",753,144,1,20,55,69
"1380","NORTH CENTER","2011","PEDALCYCLIST",25,23,0,5,7,11
"1381","NORTH CENTER","2011","PEDESTRIAN",17,19,0,3,9,7
"1382","NORTH CENTER","2011","Vehicle/Other",729,116,0,14,42,60
"1383","NORTH CENTER","2012","PEDALCYCLIST",27,26,0,1,15,10
"1384","NORTH CENTER","2012","PEDESTRIAN",20,22,0,5,12,5
"1385","NORTH CENTER","2012","Vehicle/Other",677,108,0,15,41,52
"1386","NORTH CENTER","2013","PEDALCYCLIST",39,35,0,1,22,12
"1387","NORTH CENTER","2013","PEDESTRIAN",24,23,0,3,13,7
"1388","NORTH CENTER","2013","Vehicle/Other",751,114,0,18,48,48
"1389","NORTH CENTER","2014","PEDALCYCLIST",36,36,0,3,23,10
"1390","NORTH CENTER","2014","PEDESTRIAN",13,14,0,4,5,5
"1391","NORTH CENTER","2014","Vehicle/Other",738,106,0,7,45,54
"1392","NORTH CENTER","2015","PEDALCYCLIST",37,32,0,6,20,6
"1393","NORTH CENTER","2015","PEDESTRIAN",14,12,1,4,6,2
"1394","NORTH CENTER","2015","Vehicle/Other",699,101,0,14,45,42
"1395","NORTH CENTER","2016","PEDALCYCLIST",22,21,1,1,13,7
"1396","NORTH CENTER","2016","PEDESTRIAN",18,17,0,2,5,10
"1397","NORTH CENTER","2016","Vehicle/Other",804,98,0,7,52,39
"1398","NORTH CENTER","2017","PEDALCYCLIST",15,14,0,0,11,3
"1399","NORTH CENTER","2017","PEDESTRIAN",24,25,0,2,19,4
"1400","NORTH CENTER","2017","Vehicle/Other",668,131,0,14,61,56
"1401","NORTH LAWNDALE","2009","PEDALCYCLIST",7,8,0,4,3,1
"1402","NORTH LAWNDALE","2009","PEDESTRIAN",56,56,0,10,33,13
"1403","NORTH LAWNDALE","2009","Vehicle/Other",1130,324,1,32,152,140
"1404","NORTH LAWNDALE","2010","PEDALCYCLIST",15,19,0,6,5,8
"1405","NORTH LAWNDALE","2010","PEDESTRIAN",64,71,0,7,42,22
"1406","NORTH LAWNDALE","2010","Vehicle/Other",1070,345,1,31,162,152
"1407","NORTH LAWNDALE","2011","PEDALCYCLIST",11,11,0,0,4,7
"1408","NORTH LAWNDALE","2011","PEDESTRIAN",52,54,0,5,28,21
"1409","NORTH LAWNDALE","2011","Vehicle/Other",1077,331,5,28,195,108
"1410","NORTH LAWNDALE","2012","PEDALCYCLIST",19,20,0,1,10,9
"1411","NORTH LAWNDALE","2012","PEDESTRIAN",49,50,1,11,26,13
"1412","NORTH LAWNDALE","2012","Vehicle/Other",1081,363,5,47,177,139
"1413","NORTH LAWNDALE","2013","PEDALCYCLIST",30,29,1,2,17,10
"1414","NORTH LAWNDALE","2013","PEDESTRIAN",73,78,0,16,39,23
"1415","NORTH LAWNDALE","2013","Vehicle/Other",1018,362,2,27,150,185
"1416","NORTH LAWNDALE","2014","PEDALCYCLIST",11,9,0,1,7,1
"1417","NORTH LAWNDALE","2014","PEDESTRIAN",58,57,0,6,34,17
"1418","NORTH LAWNDALE","2014","Vehicle/Other",1090,309,3,30,128,151
"1419","NORTH LAWNDALE","2015","PEDALCYCLIST",18,17,1,2,10,5
"1420","NORTH LAWNDALE","2015","PEDESTRIAN",54,54,1,5,36,13
"1421","NORTH LAWNDALE","2015","Vehicle/Other",1246,320,2,42,125,153
"1422","NORTH LAWNDALE","2016","PEDALCYCLIST",16,16,0,2,9,5
"1423","NORTH LAWNDALE","2016","PEDESTRIAN",52,55,1,8,24,23
"1424","NORTH LAWNDALE","2016","Vehicle/Other",1406,322,2,15,173,134
"1425","NORTH LAWNDALE","2017","PEDALCYCLIST",21,21,0,3,15,3
"1426","NORTH LAWNDALE","2017","PEDESTRIAN",63,66,1,13,35,18
"1427","NORTH LAWNDALE","2017","Vehicle/Other",1370,472,3,46,244,182
"1428","NORTH PARK","2009","PEDALCYCLIST",14,14,0,0,7,7
"1429","NORTH PARK","2009","PEDESTRIAN",13,13,0,2,4,7
"1430","NORTH PARK","2009","Vehicle/Other",592,105,0,11,58,36
"1431","NORTH PARK","2010","PEDALCYCLIST",18,18,0,0,14,4
"1432","NORTH PARK","2010","PEDESTRIAN",18,18,0,5,5,8
"1433","NORTH PARK","2010","Vehicle/Other",596,96,0,16,47,33
"1434","NORTH PARK","2011","PEDALCYCLIST",9,9,0,3,6,0
"1435","NORTH PARK","2011","PEDESTRIAN",17,18,0,2,11,5
"1436","NORTH PARK","2011","Vehicle/Other",611,112,0,12,61,39
"1437","NORTH PARK","2012","PEDALCYCLIST",13,11,0,2,7,2
"1438","NORTH PARK","2012","PEDESTRIAN",12,11,0,1,8,2
"1439","NORTH PARK","2012","Vehicle/Other",586,117,0,26,49,42
"1440","NORTH PARK","2013","PEDALCYCLIST",16,16,0,2,11,3
"1441","NORTH PARK","2013","PEDESTRIAN",13,12,0,1,7,4
"1442","NORTH PARK","2013","Vehicle/Other",580,109,0,3,55,51
"1443","NORTH PARK","2014","PEDALCYCLIST",11,12,0,0,6,6
"1444","NORTH PARK","2014","PEDESTRIAN",12,12,0,2,7,3
"1445","NORTH PARK","2014","Vehicle/Other",617,95,0,7,36,52
"1446","NORTH PARK","2015","PEDALCYCLIST",16,16,0,0,12,4
"1447","NORTH PARK","2015","PEDESTRIAN",20,19,0,3,12,4
"1448","NORTH PARK","2015","Vehicle/Other",619,115,0,21,52,42
"1449","NORTH PARK","2016","PEDALCYCLIST",17,17,0,2,5,10
"1450","NORTH PARK","2016","PEDESTRIAN",14,13,1,4,4,5
"1451","NORTH PARK","2016","Vehicle/Other",679,87,0,4,51,32
"1452","NORTH PARK","2017","PEDALCYCLIST",12,12,0,0,11,1
"1453","NORTH PARK","2017","PEDESTRIAN",20,20,0,2,12,6
"1454","NORTH PARK","2017","Vehicle/Other",638,120,0,10,55,55
"1455","NORWOOD PARK","2009","PEDALCYCLIST",20,20,0,2,8,10
"1456","NORWOOD PARK","2009","PEDESTRIAN",20,20,0,2,12,6
"1457","NORWOOD PARK","2009","Vehicle/Other",1138,270,0,55,108,107
"1458","NORWOOD PARK","2010","PEDALCYCLIST",7,7,0,1,2,4
